id,record_id,upload_id,gateway_id,node_id,node_type,node_seq,frame_id,measured_at,received_at,rssi,snr,battery_mv,battery_percent,battery_status,soil_temperature_c,soil_moisture_percent,soil_ec_us_cm,soil_ph,soil_salinity,air_temperature_c,air_humidity_percent,air_pressure_hpa,status,raw_payload,created_at,error_code
70128,GW01-N2-SOIL-4101018,,GW01,N2,soil,2,4101018,2026-04-12 02:30:00+01,2026-05-06 02:31:47.495071+01,-93,8.5,3956,82,ok,26.8,30.8,1179,,,,,,ok,,2026-05-06 02:31:47.495071+01,
70129,GW01-MAIN-SOIL-4101019,,GW01,MAIN,soil,,4101019,2026-04-12 02:40:00+01,2026-05-06 02:31:47.495071+01,,,,,not_measured,26.6,33.2,944,,,,,,ok,,2026-05-06 02:31:47.495071+01,
70130,GW01-N3-4101019,,GW01,N3,weather,3,4101019,2026-04-12 02:40:00+01,2026-05-06 02:31:47.495071+01,-75,9,,,not_measured,,,,,,21.3,84.9,1013.4,ok,,2026-05-06 02:31:47.495071+01,
70131,GW01-N2-SOIL-4101019,,GW01,N2,soil,2,4101019,2026-04-12 02:40:00+01,2026-05-06 02:31:47.495071+01,-93,8.5,3956,82,ok,26.8,30.8,1179,,,,,,ok,,2026-05-06 02:31:47.495071+01,
70132,GW01-MAIN-SOIL-4101020,,GW01,MAIN,soil,,4101020,2026-04-12 02:50:00+01,2026-05-06 02:31:47.495071+01,,,,,not_measured,26.6,33.2,944,,,,,,ok,,2026-05-06 02:31:47.495071+01,
70133,GW01-N3-4101020,,GW01,N3,weather,3,4101020,2026-04-12 02:50:00+01,2026-05-06 02:31:47.495071+01,-75,9,,,not_measured,,,,,,21.3,84.9,1013.4,ok,,2026-05-06 02:31:47.495071+01,
70134,GW01-N2-SOIL-4101020,,GW01,N2,soil,2,4101020,2026-04-12 02:50:00+01,2026-05-06 02:31:47.495071+01,-93,8.5,3956,82,ok,26.8,30.8,1179,,,,,,ok,,2026-05-06 02:31:47.495071+01,
70135,GW01-MAIN-SOIL-4101021,,GW01,MAIN,soil,,4101021,2026-04-12 03:00:00+01,2026-05-06 02:31:47.495071+01,,,,,not_measured,26.6,33.2,944,,,,,,ok,,2026-05-06 02:31:47.495071+01,
70136,GW01-N2-SOIL-4101021,,GW01,N2,soil,2,4101021,2026-04-12 03:00:00+01,2026-05-06 02:31:47.495071+01,-93,8.5,3956,82,ok,26.8,30.8,1179,,,,,,ok,,2026-05-06 02:31:47.495071+01,
70137,GW01-MAIN-SOIL-4101022,,GW01,MAIN,soil,,4101022,2026-04-12 03:10:00+01,2026-05-06 02:31:47.495071+01,,,,,not_measured,26.6,33.2,944,,,,,,ok,,2026-05-06 02:31:47.495071+01,
70138,GW01-N2-SOIL-4101022,,GW01,N2,soil,2,4101022,2026-04-12 03:10:00+01,2026-05-06 02:31:47.495071+01,-93,8.5,3956,82,ok,26.8,30.8,1179,,,,,,ok,,2026-05-06 02:31:47.495071+01,
70139,GW01-MAIN-SOIL-4101023,,GW01,MAIN,soil,,4101023,2026-04-12 03:20:00+01,2026-05-06 02:31:47.495071+01,,,,,not_measured,26.6,33.2,944,,,,,,ok,,2026-05-06 02:31:47.495071+01,
70140,GW01-N2-SOIL-4101023,,GW01,N2,soil,2,4101023,2026-04-12 03:20:00+01,2026-05-06 02:31:47.495071+01,-93,8.5,3956,82,ok,26.8,30.8,1179,,,,,,ok,,2026-05-06 02:31:47.495071+01,
70141,GW01-MAIN-SOIL-4101024,,GW01,MAIN,soil,,4101024,2026-04-12 03:30:00+01,2026-05-06 02:31:47.495071+01,,,,,not_measured,26.6,33.2,944,,,,,,ok,,2026-05-06 02:31:47.495071+01,
70142,GW01-N2-SOIL-4101024,,GW01,N2,soil,2,4101024,2026-04-12 03:30:00+01,2026-05-06 02:31:47.495071+01,-93,8.5,3956,82,ok,26.8,30.8,1179,,,,,,ok,,2026-05-06 02:31:47.495071+01,
70143,GW01-MAIN-SOIL-4101025,,GW01,MAIN,soil,,4101025,2026-04-12 03:40:00+01,2026-05-06 02:31:47.495071+01,,,,,not_measured,26.6,33.2,944,,,,,,ok,,2026-05-06 02:31:47.495071+01,
70144,GW01-N2-SOIL-4101025,,GW01,N2,soil,2,4101025,2026-04-12 03:40:00+01,2026-05-06 02:31:47.495071+01,-93,8.5,3956,82,ok,26.8,30.8,1179,,,,,,ok,,2026-05-06 02:31:47.495071+01,
70145,GW01-MAIN-SOIL-4101026,,GW01,MAIN,soil,,4101026,2026-04-12 03:50:00+01,2026-05-06 02:31:47.495071+01,,,,,not_measured,26.6,33.2,944,,,,,,ok,,2026-05-06 02:31:47.495071+01,
70146,GW01-N2-SOIL-4101026,,GW01,N2,soil,2,4101026,2026-04-12 03:50:00+01,2026-05-06 02:31:47.495071+01,-93,8.5,3956,82,ok,26.8,30.8,1179,,,,,,ok,,2026-05-06 02:31:47.495071+01,
70147,GW01-MAIN-SOIL-4101027,,GW01,MAIN,soil,,4101027,2026-04-12 04:00:00+01,2026-05-06 02:31:47.495071+01,,,,,not_measured,26.6,33.2,944,,,,,,ok,,2026-05-06 02:31:47.495071+01,
70148,GW01-N2-SOIL-4101027,,GW01,N2,soil,2,4101027,2026-04-12 04:00:00+01,2026-05-06 02:31:47.495071+01,-93,8.5,3956,82,ok,26.8,30.8,1179,,,,,,ok,,2026-05-06 02:31:47.495071+01,
70149,GW01-MAIN-SOIL-4101028,,GW01,MAIN,soil,,4101028,2026-04-12 04:10:00+01,2026-05-06 02:31:47.495071+01,,,,,not_measured,26.6,33.2,944,,,,,,ok,,2026-05-06 02:31:47.495071+01,
70150,GW01-N2-SOIL-4101028,,GW01,N2,soil,2,4101028,2026-04-12 04:10:00+01,2026-05-06 02:31:47.495071+01,-93,8.5,3956,82,ok,26.8,30.8,1179,,,,,,ok,,2026-05-06 02:31:47.495071+01,
70151,GW01-MAIN-SOIL-4101029,,GW01,MAIN,soil,,4101029,2026-04-12 04:20:00+01,2026-05-06 02:31:47.495071+01,,,,,not_measured,26.6,33.2,944,,,,,,ok,,2026-05-06 02:31:47.495071+01,
70152,GW01-N2-SOIL-4101029,,GW01,N2,soil,2,4101029,2026-04-12 04:20:00+01,2026-05-06 02:31:47.495071+01,-93,8.5,3956,82,ok,26.8,30.8,1179,,,,,,ok,,2026-05-06 02:31:47.495071+01,
70153,GW01-MAIN-SOIL-4101030,,GW01,MAIN,soil,,4101030,2026-04-12 04:30:00+01,2026-05-06 02:31:47.495071+01,,,,,not_measured,26.6,33.2,944,,,,,,ok,,2026-05-06 02:31:47.495071+01,
70154,GW01-N2-SOIL-4101030,,GW01,N2,soil,2,4101030,2026-04-12 04:30:00+01,2026-05-06 02:31:47.495071+01,-93,8.5,3956,82,ok,26.8,30.8,1179,,,,,,ok,,2026-05-06 02:31:47.495071+01,
70155,GW01-MAIN-SOIL-4101031,,GW01,MAIN,soil,,4101031,2026-04-12 04:40:00+01,2026-05-06 02:31:47.495071+01,,,,,not_measured,26.6,33.2,944,,,,,,ok,,2026-05-06 02:31:47.495071+01,
70156,GW01-N2-SOIL-4101031,,GW01,N2,soil,2,4101031,2026-04-12 04:40:00+01,2026-05-06 02:31:47.495071+01,-93,8.5,3956,82,ok,26.8,30.8,1179,,,,,,ok,,2026-05-06 02:31:47.495071+01,
70157,GW01-MAIN-SOIL-4101032,,GW01,MAIN,soil,,4101032,2026-04-12 04:50:00+01,2026-05-06 02:31:47.495071+01,,,,,not_measured,26.6,33.2,944,,,,,,ok,,2026-05-06 02:31:47.495071+01,
70158,GW01-N2-SOIL-4101032,,GW01,N2,soil,2,4101032,2026-04-12 04:50:00+01,2026-05-06 02:31:47.495071+01,-93,8.5,3956,82,ok,26.8,30.8,1179,,,,,,ok,,2026-05-06 02:31:47.495071+01,
70159,GW01-MAIN-SOIL-4101033,,GW01,MAIN,soil,,4101033,2026-04-12 05:00:00+01,2026-05-06 02:31:47.495071+01,,,,,not_measured,26.6,33.2,944,,,,,,ok,,2026-05-06 02:31:47.495071+01,
70160,GW01-N3-4101033,,GW01,N3,weather,3,4101033,2026-04-12 05:00:00+01,2026-05-06 02:31:47.495071+01,-75,9,,,not_measured,,,,,,21.3,84.9,1013.4,ok,,2026-05-06 02:31:47.495071+01,
70161,GW01-N2-SOIL-4101033,,GW01,N2,soil,2,4101033,2026-04-12 05:00:00+01,2026-05-06 02:31:47.495071+01,-93,8.5,3956,82,ok,26.8,30.8,1179,,,,,,ok,,2026-05-06 02:31:47.495071+01,
70162,GW01-MAIN-SOIL-4101034,,GW01,MAIN,soil,,4101034,2026-04-12 05:10:00+01,2026-05-06 02:31:47.495071+01,,,,,not_measured,26.6,33.2,944,,,,,,ok,,2026-05-06 02:31:47.495071+01,
70163,GW01-N3-4101034,,GW01,N3,weather,3,4101034,2026-04-12 05:10:00+01,2026-05-06 02:31:47.495071+01,-75,9,,,not_measured,,,,,,21.3,84.9,1013.4,ok,,2026-05-06 02:31:47.495071+01,
70164,GW01-N2-SOIL-4101034,,GW01,N2,soil,2,4101034,2026-04-12 05:10:00+01,2026-05-06 02:31:47.495071+01,-93,8.5,3956,82,ok,26.8,30.8,1179,,,,,,ok,,2026-05-06 02:31:47.495071+01,
70165,GW01-MAIN-SOIL-4101035,,GW01,MAIN,soil,,4101035,2026-04-12 05:20:00+01,2026-05-06 02:31:47.495071+01,,,,,not_measured,26.6,33.2,944,,,,,,ok,,2026-05-06 02:31:47.495071+01,
70166,GW01-N3-4101035,,GW01,N3,weather,3,4101035,2026-04-12 05:20:00+01,2026-05-06 02:31:47.495071+01,-75,9,,,not_measured,,,,,,21.3,84.9,1013.4,ok,,2026-05-06 02:31:47.495071+01,
70167,GW01-N2-SOIL-4101035,,GW01,N2,soil,2,4101035,2026-04-12 05:20:00+01,2026-05-06 02:31:47.495071+01,-93,8.5,3956,82,ok,26.8,30.8,1179,,,,,,ok,,2026-05-06 02:31:47.495071+01,
70168,GW01-MAIN-SOIL-4101036,,GW01,MAIN,soil,,4101036,2026-04-12 05:30:00+01,2026-05-06 02:31:47.495071+01,,,,,not_measured,26.6,33.2,944,,,,,,ok,,2026-05-06 02:31:47.495071+01,
70169,GW01-N3-4101036,,GW01,N3,weather,3,4101036,2026-04-12 05:30:00+01,2026-05-06 02:31:47.495071+01,-75,9,,,not_measured,,,,,,21.3,84.9,1013.4,ok,,2026-05-06 02:31:47.495071+01,
70170,GW01-N2-SOIL-4101036,,GW01,N2,soil,2,4101036,2026-04-12 05:30:00+01,2026-05-06 02:31:47.495071+01,-93,8.5,3956,82,ok,26.8,30.8,1179,,,,,,ok,,2026-05-06 02:31:47.495071+01,
70171,GW01-MAIN-SOIL-4101037,,GW01,MAIN,soil,,4101037,2026-04-12 05:40:00+01,2026-05-06 02:31:47.495071+01,,,,,not_measured,26.6,33.2,944,,,,,,ok,,2026-05-06 02:31:47.495071+01,
70172,GW01-N3-4101037,,GW01,N3,weather,3,4101037,2026-04-12 05:40:00+01,2026-05-06 02:31:47.495071+01,-75,9,,,not_measured,,,,,,21.3,84.9,1013.4,ok,,2026-05-06 02:31:47.495071+01,
70173,GW01-N2-SOIL-4101037,,GW01,N2,soil,2,4101037,2026-04-12 05:40:00+01,2026-05-06 02:31:47.495071+01,-93,8.5,3956,82,ok,26.8,30.8,1179,,,,,,ok,,2026-05-06 02:31:47.495071+01,
70174,GW01-MAIN-SOIL-4101038,,GW01,MAIN,soil,,4101038,2026-04-12 05:50:00+01,2026-05-06 02:31:47.495071+01,,,,,not_measured,26.2,38.8,753,,,,,,ok,,2026-05-06 02:31:47.495071+01,
70175,GW01-N3-4101038,,GW01,N3,weather,3,4101038,2026-04-12 05:50:00+01,2026-05-06 02:31:47.495071+01,-75,9,,,not_measured,,,,,,21.3,84.9,1013.4,ok,,2026-05-06 02:31:47.495071+01,
70176,GW01-N2-SOIL-4101038,,GW01,N2,soil,2,4101038,2026-04-12 05:50:00+01,2026-05-06 02:31:47.495071+01,-93,8.5,3956,82,ok,26.8,30.8,1179,,,,,,ok,,2026-05-06 02:31:47.495071+01,
70177,GW01-MAIN-SOIL-4101039,,GW01,MAIN,soil,,4101039,2026-04-12 06:00:00+01,2026-05-06 02:31:47.495071+01,,,,,not_measured,26.2,38.8,753,,,,,,ok,,2026-05-06 02:31:47.495071+01,
70178,GW01-N3-4101039,,GW01,N3,weather,3,4101039,2026-04-12 06:00:00+01,2026-05-06 02:31:47.495071+01,-75,9,,,not_measured,,,,,,21.3,84.9,1013.4,ok,,2026-05-06 02:31:47.495071+01,
70179,GW01-N2-SOIL-4101039,,GW01,N2,soil,2,4101039,2026-04-12 06:00:00+01,2026-05-06 02:31:47.495071+01,-93,8.5,3956,82,ok,26.8,30.8,1179,,,,,,ok,,2026-05-06 02:31:47.495071+01,
70180,GW01-MAIN-SOIL-4101040,,GW01,MAIN,soil,,4101040,2026-04-12 06:10:00+01,2026-05-06 02:31:47.495071+01,,,,,not_measured,26.2,38.8,753,,,,,,ok,,2026-05-06 02:31:47.495071+01,
70181,GW01-N3-4101040,,GW01,N3,weather,3,4101040,2026-04-12 06:10:00+01,2026-05-06 02:31:47.495071+01,-75,9,,,not_measured,,,,,,21.3,84.9,1013.4,ok,,2026-05-06 02:31:47.495071+01,
70182,GW01-N2-SOIL-4101040,,GW01,N2,soil,2,4101040,2026-04-12 06:10:00+01,2026-05-06 02:31:47.495071+01,-93,8.5,3956,82,ok,26.8,30.8,1179,,,,,,ok,,2026-05-06 02:31:47.495071+01,
70183,GW01-MAIN-SOIL-4101041,,GW01,MAIN,soil,,4101041,2026-04-12 06:20:00+01,2026-05-06 02:31:47.495071+01,,,,,not_measured,26.2,38.8,753,,,,,,ok,,2026-05-06 02:31:47.495071+01,
70184,GW01-N3-4101041,,GW01,N3,weather,3,4101041,2026-04-12 06:20:00+01,2026-05-06 02:31:47.495071+01,-75,9,,,not_measured,,,,,,21.3,84.9,1013.4,ok,,2026-05-06 02:31:47.495071+01,
70185,GW01-N2-SOIL-4101041,,GW01,N2,soil,2,4101041,2026-04-12 06:20:00+01,2026-05-06 02:31:47.495071+01,-93,8.5,3956,82,ok,26.8,30.8,1179,,,,,,ok,,2026-05-06 02:31:47.495071+01,
70186,GW01-MAIN-SOIL-4101042,,GW01,MAIN,soil,,4101042,2026-04-12 06:30:00+01,2026-05-06 02:31:47.495071+01,,,,,not_measured,26.2,38.8,753,,,,,,ok,,2026-05-06 02:31:47.495071+01,
70187,GW01-N3-4101042,,GW01,N3,weather,3,4101042,2026-04-12 06:30:00+01,2026-05-06 02:31:47.495071+01,-75,9,,,not_measured,,,,,,21.3,84.9,1013.4,ok,,2026-05-06 02:31:47.495071+01,
70188,GW01-N2-SOIL-4101042,,GW01,N2,soil,2,4101042,2026-04-12 06:30:00+01,2026-05-06 02:31:47.495071+01,-93,8.5,3956,82,ok,26.8,30.8,1179,,,,,,ok,,2026-05-06 02:31:47.495071+01,
