id,event_id,upload_id,gateway_id,node_id,event_type,severity,event_time,received_at,message,details,error_code
1031,EVT-GW01-20260418-220000-N2-MISSING,,GW01,N2,node_missing,warning,2026-04-18 23:00:00+01,2026-05-06 02:32:02.478724+01,N2 did not transmit during expected window,,NODE_TIMEOUT
1032,EVT-GW01-20260418-230000-N2-MISSING,,GW01,N2,node_missing,warning,2026-04-19 00:00:00+01,2026-05-06 02:32:02.478724+01,N2 did not transmit during expected window,,NODE_TIMEOUT
1033,EVT-GW01-20260419-000000-N2-MISSING,,GW01,N2,node_missing,warning,2026-04-19 01:00:00+01,2026-05-06 02:32:02.478724+01,N2 did not transmit during expected window,,NODE_TIMEOUT
1034,EVT-GW01-20260419-010000-N2-MISSING,,GW01,N2,node_missing,warning,2026-04-19 02:00:00+01,2026-05-06 02:32:02.478724+01,N2 did not transmit during expected window,,NODE_TIMEOUT
1035,EVT-GW01-20260419-020000-N2-MISSING,,GW01,N2,node_missing,warning,2026-04-19 03:00:00+01,2026-05-06 02:32:02.478724+01,N2 did not transmit during expected window,,NODE_TIMEOUT
1036,EVT-GW01-20260419-030000-N2-MISSING,,GW01,N2,node_missing,warning,2026-04-19 04:00:00+01,2026-05-06 02:32:02.478724+01,N2 did not transmit during expected window,,NODE_TIMEOUT
1037,EVT-GW01-20260419-040000-N2-MISSING,,GW01,N2,node_missing,warning,2026-04-19 05:00:00+01,2026-05-06 02:32:02.478724+01,N2 did not transmit during expected window,,NODE_TIMEOUT
1038,EVT-GW01-20260419-050000-N2-MISSING,,GW01,N2,node_missing,warning,2026-04-19 06:00:00+01,2026-05-06 02:32:02.478724+01,N2 did not transmit during expected window,,NODE_TIMEOUT
1039,EVT-GW01-20260419-060000-N2-MISSING,,GW01,N2,node_missing,warning,2026-04-19 07:00:00+01,2026-05-06 02:32:02.478724+01,N2 did not transmit during expected window,,NODE_TIMEOUT
1040,EVT-GW01-20260419-070000-N2-MISSING,,GW01,N2,node_missing,warning,2026-04-19 08:00:00+01,2026-05-06 02:32:02.478724+01,N2 did not transmit during expected window,,NODE_TIMEOUT
1041,IRR-20260419-P1,,GW01,MAIN,irrigation_completed,info,2026-04-19 08:10:00+01,2026-05-06 02:32:02.478724+01,Irrigation before cutting window; estimated applied depth 17 mm,,
1042,EVT-GW01-20260419-080000-N2-MISSING,,GW01,N2,node_missing,warning,2026-04-19 09:00:00+01,2026-05-06 02:32:02.478724+01,N2 did not transmit during expected window,,NODE_TIMEOUT
1043,EVT-GW01-20260419-090000-N2-MISSING,,GW01,N2,node_missing,warning,2026-04-19 10:00:00+01,2026-05-06 02:32:02.478724+01,N2 did not transmit during expected window,,NODE_TIMEOUT
1044,EVT-GW01-20260419-100000-N2-MISSING,,GW01,N2,node_missing,warning,2026-04-19 11:00:00+01,2026-05-06 02:32:02.478724+01,N2 did not transmit during expected window,,NODE_TIMEOUT
1045,EVT-GW01-20260419-110000-N2-MISSING,,GW01,N2,node_missing,warning,2026-04-19 12:00:00+01,2026-05-06 02:32:02.478724+01,N2 did not transmit during expected window,,NODE_TIMEOUT
1046,EVT-GW01-20260419-120000-N2-MISSING,,GW01,N2,node_missing,warning,2026-04-19 13:00:00+01,2026-05-06 02:32:02.478724+01,N2 did not transmit during expected window,,NODE_TIMEOUT
1047,IRR-20260420-P2,,GW01,N2,irrigation_completed,info,2026-04-20 08:25:00+01,2026-05-06 02:32:02.478724+01,Pivot 2 irrigation before cutting window; estimated applied depth 17 mm,,
1048,FERT-20260424,,GW01,farm,fertilization,info,2026-04-24 09:30:00+01,2026-05-06 02:32:02.478724+01,Potassium-biased feeding before heat period,,
1049,EVT-20260424-HEAT-001,,GW01,N3,heat_period_started,warning,2026-04-24 14:00:00+01,2026-05-06 02:32:02.478724+01,Warm dry period began; drying rate expected to increase.,,
1050,IRR-20260426-P1,,GW01,MAIN,irrigation_completed,info,2026-04-26 08:15:00+01,2026-05-06 02:32:02.478724+01,Heat period irrigation Pivot 1; estimated applied depth 22 mm,,
1051,IRR-20260427-P2,,GW01,N2,irrigation_completed,info,2026-04-27 08:35:00+01,2026-05-06 02:32:02.478724+01,Heat period irrigation Pivot 2; estimated applied depth 21 mm,,
1052,NOTE-20260429,,GW01,farm,field_note,info,2026-04-29 17:00:00+01,2026-05-06 02:32:02.478724+01,Field scout noted higher drying on Pivot 2 edge rows; no disease symptoms observed.,,
1053,IRR-20260501-P1,,GW01,MAIN,irrigation_completed,info,2026-05-01 08:10:00+01,2026-05-06 02:32:02.478724+01,Short irrigation before mowing; estimated applied depth 16 mm,,
1054,IRR-20260501-P2,,GW01,N2,irrigation_completed,info,2026-05-01 08:35:00+01,2026-05-06 02:32:02.478724+01,Short irrigation before mowing; estimated applied depth 16 mm,,
1055,CUT-20260502,,GW01,farm,mowing,info,2026-05-02 08:30:00+01,2026-05-06 02:32:02.478724+01,First alfalfa cutting completed; sensor interpretation after cut should be cautious.,,
1056,EVT-GW01-20260504-080000-MAIN-MISSING,,GW01,MAIN,node_missing,error,2026-05-04 09:00:00+01,2026-05-06 02:32:02.478724+01,MAIN did not transmit during expected window,,NODE_TIMEOUT
1057,EVT-GW01-20260504-090000-MAIN-MISSING,,GW01,MAIN,node_missing,error,2026-05-04 10:00:00+01,2026-05-06 02:32:02.478724+01,MAIN did not transmit during expected window,,NODE_TIMEOUT
1058,EVT-GW01-20260504-100000-MAIN-MISSING,,GW01,MAIN,node_missing,error,2026-05-04 11:00:00+01,2026-05-06 02:32:02.478724+01,MAIN did not transmit during expected window,,NODE_TIMEOUT
1059,EVT-GW01-20260504-110000-MAIN-MISSING,,GW01,MAIN,node_missing,error,2026-05-04 12:00:00+01,2026-05-06 02:32:02.478724+01,MAIN did not transmit during expected window,,NODE_TIMEOUT
1060,EVT-GW01-20260504-120000-MAIN-MISSING,,GW01,MAIN,node_missing,error,2026-05-04 13:00:00+01,2026-05-06 02:32:02.478724+01,MAIN did not transmit during expected window,,NODE_TIMEOUT
1061,EVT-GW01-20260504-130000-MAIN-MISSING,,GW01,MAIN,node_missing,error,2026-05-04 14:00:00+01,2026-05-06 02:32:02.478724+01,MAIN did not transmit during expected window,,NODE_TIMEOUT
1062,EVT-GW01-20260504-140000-MAIN-MISSING,,GW01,MAIN,node_missing,error,2026-05-04 15:00:00+01,2026-05-06 02:32:02.478724+01,MAIN did not transmit during expected window,,NODE_TIMEOUT
1063,EVT-GW01-20260504-150000-MAIN-MISSING,,GW01,MAIN,node_missing,error,2026-05-04 16:00:00+01,2026-05-06 02:32:02.478724+01,MAIN did not transmit during expected window,,NODE_TIMEOUT
1064,EVT-GW01-20260504-160000-MAIN-MISSING,,GW01,MAIN,node_missing,error,2026-05-04 17:00:00+01,2026-05-06 02:32:02.478724+01,MAIN did not transmit during expected window,,NODE_TIMEOUT
1065,EVT-GW01-20260504-170000-MAIN-MISSING,,GW01,MAIN,node_missing,error,2026-05-04 18:00:00+01,2026-05-06 02:32:02.478724+01,MAIN did not transmit during expected window,,NODE_TIMEOUT
1066,EVT-GW01-20260504-180000-MAIN-MISSING,,GW01,MAIN,node_missing,error,2026-05-04 19:00:00+01,2026-05-06 02:32:02.478724+01,MAIN did not transmit during expected window,,NODE_TIMEOUT
1067,EVT-GW01-20260504-190000-MAIN-MISSING,,GW01,MAIN,node_missing,error,2026-05-04 20:00:00+01,2026-05-06 02:32:02.478724+01,MAIN did not transmit during expected window,,NODE_TIMEOUT
1068,EVT-GW01-20260504-200000-MAIN-MISSING,,GW01,MAIN,node_missing,error,2026-05-04 21:00:00+01,2026-05-06 02:32:02.478724+01,MAIN did not transmit during expected window,,NODE_TIMEOUT
1069,EVT-20260504-MAIN-STALE,,GW01,MAIN,stale_measurement,error,2026-05-04 21:00:00+01,2026-05-06 02:32:02.478724+01,MAIN soil node readings became stale after 2026-05-04 08:00 UTC.,,STALE_NODE
1070,EVT-GW01-20260504-210000-MAIN-MISSING,,GW01,MAIN,node_missing,error,2026-05-04 22:00:00+01,2026-05-06 02:32:02.478724+01,MAIN did not transmit during expected window,,NODE_TIMEOUT
1071,EVT-GW01-20260504-220000-MAIN-MISSING,,GW01,MAIN,node_missing,error,2026-05-04 23:00:00+01,2026-05-06 02:32:02.478724+01,MAIN did not transmit during expected window,,NODE_TIMEOUT
1072,EVT-GW01-20260504-230000-MAIN-MISSING,,GW01,MAIN,node_missing,error,2026-05-05 00:00:00+01,2026-05-06 02:32:02.478724+01,MAIN did not transmit during expected window,,NODE_TIMEOUT
1073,EVT-GW01-20260505-000000-MAIN-MISSING,,GW01,MAIN,node_missing,error,2026-05-05 01:00:00+01,2026-05-06 02:32:02.478724+01,MAIN did not transmit during expected window,,NODE_TIMEOUT
1074,EVT-GW01-20260505-010000-MAIN-MISSING,,GW01,MAIN,node_missing,error,2026-05-05 02:00:00+01,2026-05-06 02:32:02.478724+01,MAIN did not transmit during expected window,,NODE_TIMEOUT
1075,EVT-GW01-20260505-020000-MAIN-MISSING,,GW01,MAIN,node_missing,error,2026-05-05 03:00:00+01,2026-05-06 02:32:02.478724+01,MAIN did not transmit during expected window,,NODE_TIMEOUT
1076,EVT-GW01-20260505-030000-MAIN-MISSING,,GW01,MAIN,node_missing,error,2026-05-05 04:00:00+01,2026-05-06 02:32:02.478724+01,MAIN did not transmit during expected window,,NODE_TIMEOUT
1077,EVT-GW01-20260505-040000-MAIN-MISSING,,GW01,MAIN,node_missing,error,2026-05-05 05:00:00+01,2026-05-06 02:32:02.478724+01,MAIN did not transmit during expected window,,NODE_TIMEOUT
1078,EVT-GW01-20260505-050000-MAIN-MISSING,,GW01,MAIN,node_missing,error,2026-05-05 06:00:00+01,2026-05-06 02:32:02.478724+01,MAIN did not transmit during expected window,,NODE_TIMEOUT
1079,EVT-GW01-20260505-060000-MAIN-MISSING,,GW01,MAIN,node_missing,error,2026-05-05 07:00:00+01,2026-05-06 02:32:02.478724+01,MAIN did not transmit during expected window,,NODE_TIMEOUT
1080,EVT-GW01-20260505-070000-MAIN-MISSING,,GW01,MAIN,node_missing,error,2026-05-05 08:00:00+01,2026-05-06 02:32:02.478724+01,MAIN did not transmit during expected window,,NODE_TIMEOUT
1081,EVT-GW01-20260505-080000-MAIN-MISSING,,GW01,MAIN,node_missing,error,2026-05-05 09:00:00+01,2026-05-06 02:32:02.478724+01,MAIN did not transmit during expected window,,NODE_TIMEOUT
1082,EVT-GW01-20260505-090000-MAIN-MISSING,,GW01,MAIN,node_missing,error,2026-05-05 10:00:00+01,2026-05-06 02:32:02.478724+01,MAIN did not transmit during expected window,,NODE_TIMEOUT
1083,EVT-GW01-20260505-100000-MAIN-MISSING,,GW01,MAIN,node_missing,error,2026-05-05 11:00:00+01,2026-05-06 02:32:02.478724+01,MAIN did not transmit during expected window,,NODE_TIMEOUT
1084,EVT-GW01-20260505-110000-MAIN-MISSING,,GW01,MAIN,node_missing,error,2026-05-05 12:00:00+01,2026-05-06 02:32:02.478724+01,MAIN did not transmit during expected window,,NODE_TIMEOUT
1085,EVT-GW01-20260505-120000-MAIN-MISSING,,GW01,MAIN,node_missing,error,2026-05-05 13:00:00+01,2026-05-06 02:32:02.478724+01,MAIN did not transmit during expected window,,NODE_TIMEOUT
1086,EVT-GW01-20260505-130000-MAIN-MISSING,,GW01,MAIN,node_missing,error,2026-05-05 14:00:00+01,2026-05-06 02:32:02.478724+01,MAIN did not transmit during expected window,,NODE_TIMEOUT
1087,EVT-GW01-20260505-140000-MAIN-MISSING,,GW01,MAIN,node_missing,error,2026-05-05 15:00:00+01,2026-05-06 02:32:02.478724+01,MAIN did not transmit during expected window,,NODE_TIMEOUT
1088,EVT-GW01-20260505-150000-MAIN-MISSING,,GW01,MAIN,node_missing,error,2026-05-05 16:00:00+01,2026-05-06 02:32:02.478724+01,MAIN did not transmit during expected window,,NODE_TIMEOUT
1089,EVT-GW01-20260505-160000-MAIN-MISSING,,GW01,MAIN,node_missing,error,2026-05-05 17:00:00+01,2026-05-06 02:32:02.478724+01,MAIN did not transmit during expected window,,NODE_TIMEOUT
1090,EVT-GW01-20260505-170000-MAIN-MISSING,,GW01,MAIN,node_missing,error,2026-05-05 18:00:00+01,2026-05-06 02:32:02.478724+01,MAIN did not transmit during expected window,,NODE_TIMEOUT
1091,EVT-GW01-20260505-180000-MAIN-MISSING,,GW01,MAIN,node_missing,error,2026-05-05 19:00:00+01,2026-05-06 02:32:02.478724+01,MAIN did not transmit during expected window,,NODE_TIMEOUT
1092,EVT-GW01-20260505-190000-MAIN-MISSING,,GW01,MAIN,node_missing,error,2026-05-05 20:00:00+01,2026-05-06 02:32:02.478724+01,MAIN did not transmit during expected window,,NODE_TIMEOUT
1093,EVT-GW01-20260505-200000-MAIN-MISSING,,GW01,MAIN,node_missing,error,2026-05-05 21:00:00+01,2026-05-06 02:32:02.478724+01,MAIN did not transmit during expected window,,NODE_TIMEOUT
1094,EVT-GW01-20260505-210000-MAIN-MISSING,,GW01,MAIN,node_missing,error,2026-05-05 22:00:00+01,2026-05-06 02:32:02.478724+01,MAIN did not transmit during expected window,,NODE_TIMEOUT
1095,EVT-GW01-20260505-220000-MAIN-MISSING,,GW01,MAIN,node_missing,error,2026-05-05 23:00:00+01,2026-05-06 02:32:02.478724+01,MAIN did not transmit during expected window,,NODE_TIMEOUT
1096,EVT-GW01-20260505-230000-MAIN-MISSING,,GW01,MAIN,node_missing,error,2026-05-06 00:00:00+01,2026-05-06 02:32:02.478724+01,MAIN did not transmit during expected window,,NODE_TIMEOUT
1097,EVT-GW01-20000101-000156-001,UPL-GW01-20000101-000159,GW01,MAIN,rtc_lost_power,warning,2000-01-01 01:01:56+01,2026-05-10 12:21:40.631268+01,DS3231 lost power — timestamp may be unreliable,{},RTC_LOST_POWER
1098,EVT-GW01-20000101-000157-002,UPL-GW01-20000101-000159,GW01,MAIN,gesture_detected,info,2000-01-01 01:01:57+01,2026-05-10 12:21:40.631268+01,Long-press on wake — upload trigger,{},
1099,EVT-GW01-20000101-000214-004,UPL-GW01-20000101-000246,GW01,MAIN,rtc_lost_power,warning,2000-01-01 01:02:14+01,2026-05-10 12:22:27.644496+01,DS3231 lost power — timestamp may be unreliable,{},RTC_LOST_POWER
1100,EVT-GW01-20000101-000215-005,UPL-GW01-20000101-000246,GW01,MAIN,rtc_lost_power,warning,2000-01-01 01:02:15+01,2026-05-10 12:22:27.644496+01,DS3231 lost power — timestamp may be unreliable,{},RTC_LOST_POWER
1101,EVT-GW01-20000101-000244-006,UPL-GW01-20000101-000246,GW01,MAIN,rtc_lost_power,warning,2000-01-01 01:02:44+01,2026-05-10 12:22:27.644496+01,DS3231 lost power — timestamp may be unreliable,{},RTC_LOST_POWER
1102,EVT-GW01-20000101-000245-007,UPL-GW01-20000101-000246,GW01,MAIN,gesture_detected,info,2000-01-01 01:02:45+01,2026-05-10 12:22:27.644496+01,Long-press on wake — upload trigger,{},
1103,EVT-GW01-20000101-000253-009,UPL-GW01-20000101-000321,GW01,MAIN,rtc_lost_power,warning,2000-01-01 01:02:53+01,2026-05-10 12:23:02.804291+01,DS3231 lost power — timestamp may be unreliable,{},RTC_LOST_POWER
1104,EVT-GW01-20000101-000254-010,UPL-GW01-20000101-000321,GW01,MAIN,rtc_lost_power,warning,2000-01-01 01:02:54+01,2026-05-10 12:23:02.804291+01,DS3231 lost power — timestamp may be unreliable,{},RTC_LOST_POWER
1105,EVT-GW01-20000101-000257-011,UPL-GW01-20000101-000321,GW01,MAIN,rtc_lost_power,warning,2000-01-01 01:02:57+01,2026-05-10 12:23:02.804291+01,DS3231 lost power — timestamp may be unreliable,{},RTC_LOST_POWER
1106,EVT-GW01-20000101-000258-012,UPL-GW01-20000101-000321,GW01,MAIN,rtc_lost_power,warning,2000-01-01 01:02:58+01,2026-05-10 12:23:02.804291+01,DS3231 lost power — timestamp may be unreliable,{},RTC_LOST_POWER
1107,EVT-GW01-20000101-000302-013,UPL-GW01-20000101-000321,GW01,MAIN,rtc_lost_power,warning,2000-01-01 01:03:02+01,2026-05-10 12:23:02.804291+01,DS3231 lost power — timestamp may be unreliable,{},RTC_LOST_POWER
1108,EVT-GW01-20000101-000303-014,UPL-GW01-20000101-000321,GW01,MAIN,rtc_lost_power,warning,2000-01-01 01:03:03+01,2026-05-10 12:23:02.804291+01,DS3231 lost power — timestamp may be unreliable,{},RTC_LOST_POWER
1109,EVT-GW01-20000101-000308-015,UPL-GW01-20000101-000321,GW01,MAIN,rtc_lost_power,warning,2000-01-01 01:03:08+01,2026-05-10 12:23:02.804291+01,DS3231 lost power — timestamp may be unreliable,{},RTC_LOST_POWER
1110,EVT-GW01-20000101-000312-016,UPL-GW01-20000101-000321,GW01,MAIN,false_button_wake,warning,2000-01-01 01:03:12+01,2026-05-10 12:23:02.804291+01,4-click timeout: only 2 of 4 clicks received,{},
1111,EVT-GW01-20000101-000319-017,UPL-GW01-20000101-000321,GW01,MAIN,rtc_lost_power,warning,2000-01-01 01:03:19+01,2026-05-10 12:23:02.804291+01,DS3231 lost power — timestamp may be unreliable,{},RTC_LOST_POWER
1112,EVT-GW01-20000101-000320-018,UPL-GW01-20000101-000321,GW01,MAIN,gesture_detected,info,2000-01-01 01:03:20+01,2026-05-10 12:23:02.804291+01,Long-press on wake — upload trigger,{},
1113,EVT-GW01-20000101-000450-020,UPL-GW01-20000101-000458,GW01,MAIN,rtc_lost_power,warning,2000-01-01 01:04:50+01,2026-05-10 12:24:39.330031+01,DS3231 lost power — timestamp may be unreliable,{},RTC_LOST_POWER
1114,EVT-GW01-20000101-000451-021,UPL-GW01-20000101-000458,GW01,MAIN,rtc_lost_power,warning,2000-01-01 01:04:51+01,2026-05-10 12:24:39.330031+01,DS3231 lost power — timestamp may be unreliable,{},RTC_LOST_POWER
1115,EVT-GW01-20000101-000455-022,UPL-GW01-20000101-000458,GW01,MAIN,rtc_lost_power,warning,2000-01-01 01:04:55+01,2026-05-10 12:24:39.330031+01,DS3231 lost power — timestamp may be unreliable,{},RTC_LOST_POWER
1116,EVT-GW01-20000101-000456-023,UPL-GW01-20000101-000458,GW01,MAIN,gesture_detected,info,2000-01-01 01:04:56+01,2026-05-10 12:24:39.330031+01,Long-press on wake — upload trigger,{},
1117,EVT-GW01-20000101-000511-025,UPL-GW01-20000101-000135,GW01,MAIN,rtc_lost_power,warning,2000-01-01 01:05:11+01,2026-05-10 12:33:10.69143+01,DS3231 lost power — timestamp may be unreliable,{},RTC_LOST_POWER
1118,EVT-GW01-20000101-000512-026,UPL-GW01-20000101-000135,GW01,MAIN,rtc_lost_power,warning,2000-01-01 01:05:12+01,2026-05-10 12:33:10.69143+01,DS3231 lost power — timestamp may be unreliable,{},RTC_LOST_POWER
1119,EVT-GW01-20000101-000001-001,UPL-GW01-20000101-000135,GW01,MAIN,rtc_lost_power,warning,2000-01-01 01:00:01+01,2026-05-10 12:33:10.69143+01,DS3231 lost power — timestamp may be unreliable,{},RTC_LOST_POWER
1120,EVT-GW01-20000101-000017-001,UPL-GW01-20000101-000135,GW01,MAIN,rtc_lost_power,warning,2000-01-01 01:00:17+01,2026-05-10 12:33:10.69143+01,DS3231 lost power — timestamp may be unreliable,{},RTC_LOST_POWER
1121,EVT-GW01-20000101-000019-002,UPL-GW01-20000101-000135,GW01,MAIN,gesture_detected,info,2000-01-01 01:00:19+01,2026-05-10 12:33:10.69143+01,Long-press in active cycle — upload latched for cycle end,{},
1122,EVT-GW01-20000101-000127-003,UPL-GW01-20000101-000135,GW01,N2,node_missing,warning,2000-01-01 01:01:27+01,2026-05-10 12:33:10.69143+01,Node did not transmit during expected window,"{""frame_id"": 1577808, ""expected_slot"": ""soil""}",NODE_TIMEOUT
1123,EVT-GW01-20000101-000127-004,UPL-GW01-20000101-000135,GW01,N2,recovery_started,warning,2000-01-01 01:01:27+01,2026-05-10 12:33:10.69143+01,Node missed cycle — starting recovery watch,"{""missed_cycles"": 1, ""last_seen_frame"": 0}",
1124,EVT-GW01-20000101-000128-005,UPL-GW01-20000101-000135,GW01,N3,node_missing,warning,2000-01-01 01:01:28+01,2026-05-10 12:33:10.69143+01,Node did not transmit during expected window,"{""frame_id"": 1577808, ""expected_slot"": ""weather""}",NODE_TIMEOUT
1125,EVT-GW01-20000101-000128-006,UPL-GW01-20000101-000135,GW01,N3,recovery_started,warning,2000-01-01 01:01:28+01,2026-05-10 12:33:10.69143+01,Node missed cycle — starting recovery watch,"{""missed_cycles"": 1, ""last_seen_frame"": 0}",
1126,EVT-GW01-20000101-000133-007,UPL-GW01-20000101-000135,GW01,MAIN,sensor_error,error,2000-01-01 01:01:33+01,2026-05-10 12:33:10.69143+01,Local RS485 soil sensor failed,{},LOCAL_RS485_TIMEOUT
1127,EVT-GW01-20260510-113514-012,UPL-GW01-20260510-113533,GW01,MAIN,false_button_wake,warning,2026-05-10 12:35:14+01,2026-05-10 12:35:36.280208+01,4-click timeout: only 3 of 4 clicks received,{},
1128,EVT-GW01-20260510-113524-013,UPL-GW01-20260510-113533,GW01,MAIN,false_button_wake,warning,2026-05-10 12:35:24+01,2026-05-10 12:35:36.280208+01,4-click timeout: only 3 of 4 clicks received,{},
1129,EVT-GW01-20260510-113532-014,UPL-GW01-20260510-113533,GW01,MAIN,gesture_detected,info,2026-05-10 12:35:32+01,2026-05-10 12:35:36.280208+01,Long-press on wake — upload trigger,{},
1130,IRR-20260508-P1,,GW01,MAIN,irrigation_completed,info,2026-05-08 08:20:00+01,2026-05-11 15:17:08.370357+01,Pivot 1 post-cut irrigation; estimated applied depth 17 mm,,
1131,IRR-20260508-P2,,GW01,N2,irrigation_completed,info,2026-05-08 08:35:00+01,2026-05-11 15:17:08.370357+01,Pivot 2 post-cut irrigation; estimated applied depth 15 mm,,
1132,EVT-GW01-20260509-140000-HEAT,,GW01,N3,heat_stress_warning,warning,2026-05-09 15:00:00+01,2026-05-11 15:17:08.370357+01,Air temperature and humidity pattern indicates high evapotranspiration risk,,HEAT_STRESS
1133,EVT-GW01-20260510-020000-N2-MISSING,,GW01,N2,node_missing,error,2026-05-10 03:00:00+01,2026-05-11 15:17:08.370357+01,N2 did not transmit during expected window,,NODE_TIMEOUT
1134,EVT-GW01-20260510-030000-N2-MISSING,,GW01,N2,node_missing,error,2026-05-10 04:00:00+01,2026-05-11 15:17:08.370357+01,N2 did not transmit during expected window,,NODE_TIMEOUT
1135,EVT-GW01-20260510-040000-N2-MISSING,,GW01,N2,node_missing,error,2026-05-10 05:00:00+01,2026-05-11 15:17:08.370357+01,N2 did not transmit during expected window,,NODE_TIMEOUT
1136,IRR-20260511-P1,,GW01,MAIN,irrigation_completed,info,2026-05-11 09:10:00+01,2026-05-11 15:17:08.370357+01,Pivot 1 short irrigation before afternoon upload; estimated applied depth 12 mm,,
1137,IRR-20260511-P2,,GW01,N2,irrigation_completed,info,2026-05-11 09:25:00+01,2026-05-11 15:17:08.370357+01,Pivot 2 short irrigation before afternoon upload; estimated applied depth 10 mm,,
1138,EVT-GW01-20260512-064509-001,UPL-GW01-20260513-052903,GW01,N2,packet_received,info,2026-05-12 07:45:09+01,2026-05-13 06:29:28.371691+01,Soil packet received,{},
1139,EVT-GW01-20260512-064541-002,UPL-GW01-20260513-052903,GW01,N3,packet_received,info,2026-05-12 07:45:41+01,2026-05-13 06:29:28.371691+01,Weather packet received,{},
1140,EVT-GW01-20260512-065504-003,UPL-GW01-20260513-052903,GW01,N2,packet_received,info,2026-05-12 07:55:04+01,2026-05-13 06:29:28.371691+01,Soil packet received,{},
1141,EVT-GW01-20260512-065534-004,UPL-GW01-20260513-052903,GW01,N3,packet_received,info,2026-05-12 07:55:34+01,2026-05-13 06:29:28.371691+01,Weather packet received,{},
1142,EVT-GW01-20260512-070457-005,UPL-GW01-20260513-052903,GW01,N2,packet_received,info,2026-05-12 08:04:57+01,2026-05-13 06:29:28.371691+01,Soil packet received,{},
1143,EVT-GW01-20260512-070528-006,UPL-GW01-20260513-052903,GW01,N3,packet_received,info,2026-05-12 08:05:28+01,2026-05-13 06:29:28.371691+01,Weather packet received,{},
