id,event_id,upload_id,gateway_id,node_id,event_type,severity,event_time,received_at,message,details,error_code
3309,EVT-GW01-20260512-081519-N3-0001,UPL-GW01-20260513-052903,GW01,N3,packet_received,info,2026-05-12 08:15:19+01,2026-05-13 06:29:28.371691+01,Sensor packet received.,"{""status"": ""ok"", ""frame_id"": ""2964283"", ""node_type"": ""weather"", ""record_id"": ""82480""}",
3310,EVT-GW01-20260512-081520-MAIN-0001,UPL-GW01-20260513-052903,GW01,MAIN,packet_received,info,2026-05-12 08:15:20+01,2026-05-13 06:29:28.371691+01,Sensor packet received.,"{""status"": ""ok"", ""frame_id"": ""2964283"", ""node_type"": ""soil"", ""record_id"": ""82479""}",
3311,EVT-GW01-20260512-082442-N2-0001,UPL-GW01-20260513-052903,GW01,N2,packet_received,info,2026-05-12 08:24:42+01,2026-05-13 06:29:28.371691+01,Sensor packet received.,"{""status"": ""ok"", ""frame_id"": ""2964284"", ""node_type"": ""soil"", ""record_id"": ""82484""}",
3312,EVT-GW01-20260512-082511-N3-0001,UPL-GW01-20260513-052903,GW01,N3,packet_received,info,2026-05-12 08:25:11+01,2026-05-13 06:29:28.371691+01,Sensor packet received.,"{""status"": ""ok"", ""frame_id"": ""2964284"", ""node_type"": ""weather"", ""record_id"": ""82483""}",
3313,EVT-GW01-20260512-082512-MAIN-0001,UPL-GW01-20260513-052903,GW01,MAIN,packet_received,info,2026-05-12 08:25:12+01,2026-05-13 06:29:28.371691+01,Sensor packet received.,"{""status"": ""ok"", ""frame_id"": ""2964284"", ""node_type"": ""soil"", ""record_id"": ""82482""}",
3314,EVT-GW01-20260512-083434-N2-0001,UPL-GW01-20260513-052903,GW01,N2,packet_received,info,2026-05-12 08:34:34+01,2026-05-13 06:29:29.926473+01,Sensor packet received.,"{""status"": ""ok"", ""frame_id"": ""2964285"", ""node_type"": ""soil"", ""record_id"": ""82487""}",
3315,EVT-GW01-20260512-083505-MAIN-0001,UPL-GW01-20260513-052903,GW01,MAIN,packet_received,info,2026-05-12 08:35:05+01,2026-05-13 06:29:29.926473+01,Sensor packet received.,"{""status"": ""ok"", ""frame_id"": ""2964285"", ""node_type"": ""soil"", ""record_id"": ""82485""}",
3316,EVT-GW01-20260512-083505-N3-0001,UPL-GW01-20260513-052903,GW01,N3,packet_received,info,2026-05-12 08:35:05+01,2026-05-13 06:29:29.926473+01,Sensor packet received.,"{""status"": ""ok"", ""frame_id"": ""2964285"", ""node_type"": ""weather"", ""record_id"": ""82486""}",
3317,EVT-GW01-20260512-084427-N2-0001,UPL-GW01-20260513-052903,GW01,N2,packet_received,info,2026-05-12 08:44:27+01,2026-05-13 06:29:29.926473+01,Sensor packet received.,"{""status"": ""ok"", ""frame_id"": ""2964286"", ""node_type"": ""soil"", ""record_id"": ""82490""}",
3318,EVT-GW01-20260512-084456-N3-0001,UPL-GW01-20260513-052903,GW01,N3,packet_received,info,2026-05-12 08:44:56+01,2026-05-13 06:29:29.926473+01,Sensor packet received.,"{""status"": ""ok"", ""frame_id"": ""2964286"", ""node_type"": ""weather"", ""record_id"": ""82489""}",
3319,EVT-GW01-20260512-084457-MAIN-0001,UPL-GW01-20260513-052903,GW01,MAIN,packet_received,info,2026-05-12 08:44:57+01,2026-05-13 06:29:29.926473+01,Sensor packet received.,"{""status"": ""ok"", ""frame_id"": ""2964286"", ""node_type"": ""soil"", ""record_id"": ""82488""}",
3320,EVT-GW01-20260512-085420-N2-0001,UPL-GW01-20260513-052903,GW01,N2,packet_received,info,2026-05-12 08:54:20+01,2026-05-13 06:29:29.926473+01,Sensor packet received.,"{""status"": ""ok"", ""frame_id"": ""2964287"", ""node_type"": ""soil"", ""record_id"": ""82493""}",
3321,EVT-GW01-20260512-085449-N3-0001,UPL-GW01-20260513-052903,GW01,N3,packet_received,info,2026-05-12 08:54:49+01,2026-05-13 06:29:29.926473+01,Sensor packet received.,"{""status"": ""ok"", ""frame_id"": ""2964287"", ""node_type"": ""weather"", ""record_id"": ""82492""}",
3322,EVT-GW01-20260512-085450-MAIN-0001,UPL-GW01-20260513-052903,GW01,MAIN,packet_received,info,2026-05-12 08:54:50+01,2026-05-13 06:29:29.926473+01,Sensor packet received.,"{""status"": ""ok"", ""frame_id"": ""2964287"", ""node_type"": ""soil"", ""record_id"": ""82491""}",
3323,EVT-GW01-20260512-090412-N2-0001,UPL-GW01-20260513-052903,GW01,N2,packet_received,info,2026-05-12 09:04:12+01,2026-05-13 06:29:29.926473+01,Sensor packet received.,"{""status"": ""ok"", ""frame_id"": ""2964288"", ""node_type"": ""soil"", ""record_id"": ""82496""}",
3324,EVT-GW01-20260512-090442-MAIN-0001,UPL-GW01-20260513-052903,GW01,MAIN,packet_received,info,2026-05-12 09:04:42+01,2026-05-13 06:29:29.926473+01,Sensor packet received.,"{""status"": ""ok"", ""frame_id"": ""2964288"", ""node_type"": ""soil"", ""record_id"": ""82494""}",
3325,EVT-GW01-20260512-090442-N3-0001,UPL-GW01-20260513-052903,GW01,N3,packet_received,info,2026-05-12 09:04:42+01,2026-05-13 06:29:29.926473+01,Sensor packet received.,"{""status"": ""ok"", ""frame_id"": ""2964288"", ""node_type"": ""weather"", ""record_id"": ""82495""}",
3326,EVT-GW01-20260512-091404-N2-0001,UPL-GW01-20260513-052903,GW01,N2,packet_received,info,2026-05-12 09:14:04+01,2026-05-13 06:29:29.926473+01,Sensor packet received.,"{""status"": ""ok"", ""frame_id"": ""2964289"", ""node_type"": ""soil"", ""record_id"": ""82499""}",
3327,EVT-GW01-20260512-091435-MAIN-0001,UPL-GW01-20260513-052903,GW01,MAIN,packet_received,info,2026-05-12 09:14:35+01,2026-05-13 06:29:29.926473+01,Sensor packet received.,"{""status"": ""ok"", ""frame_id"": ""2964289"", ""node_type"": ""soil"", ""record_id"": ""82497""}",
3328,EVT-GW01-20260512-091435-N3-0001,UPL-GW01-20260513-052903,GW01,N3,packet_received,info,2026-05-12 09:14:35+01,2026-05-13 06:29:29.926473+01,Sensor packet received.,"{""status"": ""ok"", ""frame_id"": ""2964289"", ""node_type"": ""weather"", ""record_id"": ""82498""}",
41,EVT-GW01-20260523-063950-001,UPL-GW01-20260524-064321,GW01,MAIN,lora_init_failed,error,2026-05-23 07:39:50+01,2026-05-24 07:43:30.058471+01,LoRa SX1278 begin() failed,{},LORA_INIT_FAILED
3329,EVT-GW01-20260512-092355-N2-0001,UPL-GW01-20260513-052903,GW01,N2,packet_received,info,2026-05-12 09:23:55+01,2026-05-13 06:29:31.477486+01,Sensor packet received.,"{""status"": ""ok"", ""frame_id"": ""2964290"", ""node_type"": ""soil"", ""record_id"": ""82502""}",
3330,EVT-GW01-20260512-092426-MAIN-0001,UPL-GW01-20260513-052903,GW01,MAIN,packet_received,info,2026-05-12 09:24:26+01,2026-05-13 06:29:31.477486+01,Sensor packet received.,"{""status"": ""ok"", ""frame_id"": ""2964290"", ""node_type"": ""soil"", ""record_id"": ""82500""}",
3331,EVT-GW01-20260512-092426-N3-0001,UPL-GW01-20260513-052903,GW01,N3,packet_received,info,2026-05-12 09:24:26+01,2026-05-13 06:29:31.477486+01,Sensor packet received.,"{""status"": ""ok"", ""frame_id"": ""2964290"", ""node_type"": ""weather"", ""record_id"": ""82501""}",
3332,EVT-GW01-20260512-093349-N2-0001,UPL-GW01-20260513-052903,GW01,N2,packet_received,info,2026-05-12 09:33:49+01,2026-05-13 06:29:31.477486+01,Sensor packet received.,"{""status"": ""ok"", ""frame_id"": ""2964291"", ""node_type"": ""soil"", ""record_id"": ""82505""}",
3333,EVT-GW01-20260512-093419-N3-0001,UPL-GW01-20260513-052903,GW01,N3,packet_received,info,2026-05-12 09:34:19+01,2026-05-13 06:29:31.477486+01,Sensor packet received.,"{""status"": ""ok"", ""frame_id"": ""2964291"", ""node_type"": ""weather"", ""record_id"": ""82504""}",
3334,EVT-GW01-20260512-093420-MAIN-0001,UPL-GW01-20260513-052903,GW01,MAIN,packet_received,info,2026-05-12 09:34:20+01,2026-05-13 06:29:31.477486+01,Sensor packet received.,"{""status"": ""ok"", ""frame_id"": ""2964291"", ""node_type"": ""soil"", ""record_id"": ""82503""}",
3335,EVT-GW01-20260512-094342-N2-0001,UPL-GW01-20260513-052903,GW01,N2,packet_received,info,2026-05-12 09:43:42+01,2026-05-13 06:29:31.477486+01,Sensor packet received.,"{""status"": ""ok"", ""frame_id"": ""2964292"", ""node_type"": ""soil"", ""record_id"": ""82508""}",
3336,EVT-GW01-20260512-094412-N3-0001,UPL-GW01-20260513-052903,GW01,N3,packet_received,info,2026-05-12 09:44:12+01,2026-05-13 06:29:31.477486+01,Sensor packet received.,"{""status"": ""ok"", ""frame_id"": ""2964292"", ""node_type"": ""weather"", ""record_id"": ""82507""}",
3337,EVT-GW01-20260512-094413-MAIN-0001,UPL-GW01-20260513-052903,GW01,MAIN,packet_received,info,2026-05-12 09:44:13+01,2026-05-13 06:29:31.477486+01,Sensor packet received.,"{""status"": ""ok"", ""frame_id"": ""2964292"", ""node_type"": ""soil"", ""record_id"": ""82506""}",
3338,EVT-GW01-20260512-095335-N2-0001,UPL-GW01-20260513-052903,GW01,N2,packet_received,info,2026-05-12 09:53:35+01,2026-05-13 06:29:31.477486+01,Sensor packet received.,"{""status"": ""ok"", ""frame_id"": ""2964293"", ""node_type"": ""soil"", ""record_id"": ""82511""}",
3339,EVT-GW01-20260512-095406-N3-0001,UPL-GW01-20260513-052903,GW01,N3,packet_received,info,2026-05-12 09:54:06+01,2026-05-13 06:29:31.477486+01,Sensor packet received.,"{""status"": ""ok"", ""frame_id"": ""2964293"", ""node_type"": ""weather"", ""record_id"": ""82510""}",
3340,EVT-GW01-20260512-095407-MAIN-0001,UPL-GW01-20260513-052903,GW01,MAIN,packet_received,info,2026-05-12 09:54:07+01,2026-05-13 06:29:31.477486+01,Sensor packet received.,"{""status"": ""ok"", ""frame_id"": ""2964293"", ""node_type"": ""soil"", ""record_id"": ""82509""}",
3341,EVT-GW01-20260512-100328-N2-0001,UPL-GW01-20260513-052903,GW01,N2,packet_received,info,2026-05-12 10:03:28+01,2026-05-13 06:29:31.477486+01,Sensor packet received.,"{""status"": ""ok"", ""frame_id"": ""2964294"", ""node_type"": ""soil"", ""record_id"": ""82514""}",
3342,EVT-GW01-20260512-100357-N3-0001,UPL-GW01-20260513-052903,GW01,N3,packet_received,info,2026-05-12 10:03:57+01,2026-05-13 06:29:31.477486+01,Sensor packet received.,"{""status"": ""ok"", ""frame_id"": ""2964294"", ""node_type"": ""weather"", ""record_id"": ""82513""}",
3343,EVT-GW01-20260512-100358-MAIN-0001,UPL-GW01-20260513-052903,GW01,MAIN,packet_received,info,2026-05-12 10:03:58+01,2026-05-13 06:29:31.477486+01,Sensor packet received.,"{""status"": ""ok"", ""frame_id"": ""2964294"", ""node_type"": ""soil"", ""record_id"": ""82512""}",
3344,EVT-GW01-20260512-101321-N2-0001,UPL-GW01-20260513-052903,GW01,N2,packet_received,info,2026-05-12 10:13:21+01,2026-05-13 06:29:32.949455+01,Sensor packet received.,"{""status"": ""ok"", ""frame_id"": ""2964295"", ""node_type"": ""soil"", ""record_id"": ""82517""}",
3345,EVT-GW01-20260512-101351-N3-0001,UPL-GW01-20260513-052903,GW01,N3,packet_received,info,2026-05-12 10:13:51+01,2026-05-13 06:29:32.949455+01,Sensor packet received.,"{""status"": ""ok"", ""frame_id"": ""2964295"", ""node_type"": ""weather"", ""record_id"": ""82516""}",
3346,EVT-GW01-20260512-101352-MAIN-0001,UPL-GW01-20260513-052903,GW01,MAIN,packet_received,info,2026-05-12 10:13:52+01,2026-05-13 06:29:32.949455+01,Sensor packet received.,"{""status"": ""ok"", ""frame_id"": ""2964295"", ""node_type"": ""soil"", ""record_id"": ""82515""}",
3347,EVT-GW01-20260512-102313-N2-0001,UPL-GW01-20260513-052903,GW01,N2,packet_received,info,2026-05-12 10:23:13+01,2026-05-13 06:29:32.949455+01,Sensor packet received.,"{""status"": ""ok"", ""frame_id"": ""2964296"", ""node_type"": ""soil"", ""record_id"": ""82520""}",
3348,EVT-GW01-20260512-102343-N3-0001,UPL-GW01-20260513-052903,GW01,N3,packet_received,info,2026-05-12 10:23:43+01,2026-05-13 06:29:32.949455+01,Sensor packet received.,"{""status"": ""ok"", ""frame_id"": ""2964296"", ""node_type"": ""weather"", ""record_id"": ""82519""}",
3349,EVT-GW01-20260512-102344-MAIN-0001,UPL-GW01-20260513-052903,GW01,MAIN,packet_received,info,2026-05-12 10:23:44+01,2026-05-13 06:29:32.949455+01,Sensor packet received.,"{""status"": ""ok"", ""frame_id"": ""2964296"", ""node_type"": ""soil"", ""record_id"": ""82518""}",
3350,EVT-GW01-20260512-103306-N2-0001,UPL-GW01-20260513-052903,GW01,N2,packet_received,info,2026-05-12 10:33:06+01,2026-05-13 06:29:32.949455+01,Sensor packet received.,"{""status"": ""ok"", ""frame_id"": ""2964297"", ""node_type"": ""soil"", ""record_id"": ""82523""}",
3351,EVT-GW01-20260512-103337-MAIN-0001,UPL-GW01-20260513-052903,GW01,MAIN,packet_received,info,2026-05-12 10:33:37+01,2026-05-13 06:29:32.949455+01,Sensor packet received.,"{""status"": ""ok"", ""frame_id"": ""2964297"", ""node_type"": ""soil"", ""record_id"": ""82521""}",
3352,EVT-GW01-20260512-103337-N3-0001,UPL-GW01-20260513-052903,GW01,N3,packet_received,info,2026-05-12 10:33:37+01,2026-05-13 06:29:32.949455+01,Sensor packet received.,"{""status"": ""ok"", ""frame_id"": ""2964297"", ""node_type"": ""weather"", ""record_id"": ""82522""}",
3353,EVT-GW01-20260512-104259-N2-0001,UPL-GW01-20260513-052903,GW01,N2,packet_received,info,2026-05-12 10:42:59+01,2026-05-13 06:29:32.949455+01,Sensor packet received.,"{""status"": ""ok"", ""frame_id"": ""2964298"", ""node_type"": ""soil"", ""record_id"": ""82526""}",
3354,EVT-GW01-20260512-104329-N3-0001,UPL-GW01-20260513-052903,GW01,N3,packet_received,info,2026-05-12 10:43:29+01,2026-05-13 06:29:32.949455+01,Sensor packet received.,"{""status"": ""ok"", ""frame_id"": ""2964298"", ""node_type"": ""weather"", ""record_id"": ""82525""}",
3355,EVT-GW01-20260512-104330-MAIN-0001,UPL-GW01-20260513-052903,GW01,MAIN,packet_received,info,2026-05-12 10:43:30+01,2026-05-13 06:29:32.949455+01,Sensor packet received.,"{""status"": ""ok"", ""frame_id"": ""2964298"", ""node_type"": ""soil"", ""record_id"": ""82524""}",
3356,EVT-GW01-20260512-105253-N2-0001,UPL-GW01-20260513-052903,GW01,N2,packet_received,info,2026-05-12 10:52:53+01,2026-05-13 06:29:32.949455+01,Sensor packet received.,"{""status"": ""ok"", ""frame_id"": ""2964299"", ""node_type"": ""soil"", ""record_id"": ""82529""}",
3357,EVT-GW01-20260512-105322-N3-0001,UPL-GW01-20260513-052903,GW01,N3,packet_received,info,2026-05-12 10:53:22+01,2026-05-13 06:29:32.949455+01,Sensor packet received.,"{""status"": ""ok"", ""frame_id"": ""2964299"", ""node_type"": ""weather"", ""record_id"": ""82528""}",
3358,EVT-GW01-20260512-105323-MAIN-0001,UPL-GW01-20260513-052903,GW01,MAIN,packet_received,info,2026-05-12 10:53:23+01,2026-05-13 06:29:32.949455+01,Sensor packet received.,"{""status"": ""ok"", ""frame_id"": ""2964299"", ""node_type"": ""soil"", ""record_id"": ""82527""}",
316,EVT-GW01-20260524-032449-276,UPL-GW01-20260524-064358,GW01,N3,packet_received,info,2026-05-24 04:24:49+01,2026-05-24 07:44:12.752186+01,Weather packet received,{},
3359,EVT-GW01-20260512-110246-N2-0001,UPL-GW01-20260513-052903,GW01,N2,packet_received,info,2026-05-12 11:02:46+01,2026-05-13 06:29:34.40247+01,Sensor packet received.,"{""status"": ""ok"", ""frame_id"": ""2964300"", ""node_type"": ""soil"", ""record_id"": ""82532""}",
3360,EVT-GW01-20260512-110315-N3-0001,UPL-GW01-20260513-052903,GW01,N3,packet_received,info,2026-05-12 11:03:15+01,2026-05-13 06:29:34.40247+01,Sensor packet received.,"{""status"": ""ok"", ""frame_id"": ""2964300"", ""node_type"": ""weather"", ""record_id"": ""82531""}",
3361,EVT-GW01-20260512-110316-MAIN-0001,UPL-GW01-20260513-052903,GW01,MAIN,packet_received,info,2026-05-12 11:03:16+01,2026-05-13 06:29:34.40247+01,Sensor packet received.,"{""status"": ""ok"", ""frame_id"": ""2964300"", ""node_type"": ""soil"", ""record_id"": ""82530""}",
3362,EVT-GW01-20260512-111239-N2-0001,UPL-GW01-20260513-052903,GW01,N2,packet_received,info,2026-05-12 11:12:39+01,2026-05-13 06:29:34.40247+01,Sensor packet received.,"{""status"": ""ok"", ""frame_id"": ""2964301"", ""node_type"": ""soil"", ""record_id"": ""82535""}",
3363,EVT-GW01-20260512-111310-MAIN-0001,UPL-GW01-20260513-052903,GW01,MAIN,packet_received,info,2026-05-12 11:13:10+01,2026-05-13 06:29:34.40247+01,Sensor packet received.,"{""status"": ""ok"", ""frame_id"": ""2964301"", ""node_type"": ""soil"", ""record_id"": ""82533""}",
3364,EVT-GW01-20260512-111310-N3-0001,UPL-GW01-20260513-052903,GW01,N3,packet_received,info,2026-05-12 11:13:10+01,2026-05-13 06:29:34.40247+01,Sensor packet received.,"{""status"": ""ok"", ""frame_id"": ""2964301"", ""node_type"": ""weather"", ""record_id"": ""82534""}",
3365,EVT-GW01-20260512-112233-N2-0001,UPL-GW01-20260513-052903,GW01,N2,packet_received,info,2026-05-12 11:22:33+01,2026-05-13 06:29:34.40247+01,Sensor packet received.,"{""status"": ""ok"", ""frame_id"": ""2964302"", ""node_type"": ""soil"", ""record_id"": ""82538""}",
3366,EVT-GW01-20260512-112303-MAIN-0001,UPL-GW01-20260513-052903,GW01,MAIN,packet_received,info,2026-05-12 11:23:03+01,2026-05-13 06:29:34.40247+01,Sensor packet received.,"{""status"": ""ok"", ""frame_id"": ""2964302"", ""node_type"": ""soil"", ""record_id"": ""82536""}",
3367,EVT-GW01-20260512-112303-N3-0001,UPL-GW01-20260513-052903,GW01,N3,packet_received,info,2026-05-12 11:23:03+01,2026-05-13 06:29:34.40247+01,Sensor packet received.,"{""status"": ""ok"", ""frame_id"": ""2964302"", ""node_type"": ""weather"", ""record_id"": ""82537""}",
3368,EVT-GW01-20260512-113225-N2-0001,UPL-GW01-20260513-052903,GW01,N2,packet_received,info,2026-05-12 11:32:25+01,2026-05-13 06:29:34.40247+01,Sensor packet received.,"{""status"": ""ok"", ""frame_id"": ""2964303"", ""node_type"": ""soil"", ""record_id"": ""82541""}",
3369,EVT-GW01-20260512-113255-N3-0001,UPL-GW01-20260513-052903,GW01,N3,packet_received,info,2026-05-12 11:32:55+01,2026-05-13 06:29:34.40247+01,Sensor packet received.,"{""status"": ""ok"", ""frame_id"": ""2964303"", ""node_type"": ""weather"", ""record_id"": ""82540""}",
3370,EVT-GW01-20260512-113256-MAIN-0001,UPL-GW01-20260513-052903,GW01,MAIN,packet_received,info,2026-05-12 11:32:56+01,2026-05-13 06:29:34.40247+01,Sensor packet received.,"{""status"": ""ok"", ""frame_id"": ""2964303"", ""node_type"": ""soil"", ""record_id"": ""82539""}",
3371,EVT-GW01-20260512-114218-N2-0001,UPL-GW01-20260513-052903,GW01,N2,packet_received,info,2026-05-12 11:42:18+01,2026-05-13 06:29:36.039718+01,Sensor packet received.,"{""status"": ""ok"", ""frame_id"": ""2964304"", ""node_type"": ""soil"", ""record_id"": ""82544""}",
3372,EVT-GW01-20260512-114311-N3-0001,UPL-GW01-20260513-052903,GW01,N3,packet_received,info,2026-05-12 11:43:11+01,2026-05-13 06:29:34.40247+01,Sensor packet received.,"{""status"": ""ok"", ""frame_id"": ""2964304"", ""node_type"": ""weather"", ""record_id"": ""82542""}",
3373,EVT-GW01-20260512-114312-MAIN-0001,UPL-GW01-20260513-052903,GW01,MAIN,packet_received,info,2026-05-12 11:43:12+01,2026-05-13 06:29:36.039718+01,Sensor packet received.,"{""status"": ""ok"", ""frame_id"": ""2964304"", ""node_type"": ""soil"", ""record_id"": ""82543""}",
3374,EVT-GW01-20260512-115211-N2-0001,UPL-GW01-20260513-052903,GW01,N2,packet_received,info,2026-05-12 11:52:11+01,2026-05-13 06:29:36.039718+01,Sensor packet received.,"{""status"": ""ok"", ""frame_id"": ""2964305"", ""node_type"": ""soil"", ""record_id"": ""82547""}",
3375,EVT-GW01-20260512-115248-N3-0001,UPL-GW01-20260513-052903,GW01,N3,packet_received,info,2026-05-12 11:52:48+01,2026-05-13 06:29:36.039718+01,Sensor packet received.,"{""status"": ""ok"", ""frame_id"": ""2964305"", ""node_type"": ""weather"", ""record_id"": ""82546""}",
3376,EVT-GW01-20260512-115249-MAIN-0001,UPL-GW01-20260513-052903,GW01,MAIN,packet_received,info,2026-05-12 11:52:49+01,2026-05-13 06:29:36.039718+01,Sensor packet received.,"{""status"": ""ok"", ""frame_id"": ""2964305"", ""node_type"": ""soil"", ""record_id"": ""82545""}",
3377,EVT-GW01-20260512-120203-N2-0001,UPL-GW01-20260513-052903,GW01,N2,packet_received,info,2026-05-12 12:02:03+01,2026-05-13 06:29:36.039718+01,Sensor packet received.,"{""status"": ""ok"", ""frame_id"": ""2964306"", ""node_type"": ""soil"", ""record_id"": ""82550""}",
3378,EVT-GW01-20260512-120257-MAIN-0001,UPL-GW01-20260513-052903,GW01,MAIN,packet_received,info,2026-05-12 12:02:57+01,2026-05-13 06:29:36.039718+01,Sensor packet received.,"{""status"": ""ok"", ""frame_id"": ""2964306"", ""node_type"": ""soil"", ""record_id"": ""82549""}",
3379,EVT-GW01-20260512-120257-N3-0001,UPL-GW01-20260513-052903,GW01,N3,packet_received,info,2026-05-12 12:02:57+01,2026-05-13 06:29:36.039718+01,Sensor packet received.,"{""status"": ""ok"", ""frame_id"": ""2964306"", ""node_type"": ""weather"", ""record_id"": ""82548""}",
3380,EVT-GW01-20260512-121155-N2-0001,UPL-GW01-20260513-052903,GW01,N2,packet_received,info,2026-05-12 12:11:55+01,2026-05-13 06:29:36.039718+01,Sensor packet received.,"{""status"": ""ok"", ""frame_id"": ""2964307"", ""node_type"": ""soil"", ""record_id"": ""82553""}",
3381,EVT-GW01-20260512-121339-MAIN-0001,UPL-GW01-20260513-052903,GW01,MAIN,packet_received,info,2026-05-12 12:13:39+01,2026-05-13 06:29:36.039718+01,Sensor packet received.,"{""status"": ""ok"", ""frame_id"": ""2964307"", ""node_type"": ""soil"", ""record_id"": ""82552""}",
3382,EVT-GW01-20260512-121339-N3-0001,UPL-GW01-20260513-052903,GW01,N3,packet_received,info,2026-05-12 12:13:39+01,2026-05-13 06:29:36.039718+01,Sensor packet received.,"{""status"": ""ok"", ""frame_id"": ""2964307"", ""node_type"": ""weather"", ""record_id"": ""82551""}",
3383,EVT-GW01-20260512-122149-N2-0001,UPL-GW01-20260513-052903,GW01,N2,packet_received,info,2026-05-12 12:21:49+01,2026-05-13 06:29:37.52363+01,Sensor packet received.,"{""status"": ""ok"", ""frame_id"": ""2964308"", ""node_type"": ""soil"", ""record_id"": ""82556""}",
3384,EVT-GW01-20260512-122332-MAIN-0001,UPL-GW01-20260513-052903,GW01,MAIN,packet_received,info,2026-05-12 12:23:32+01,2026-05-13 06:29:37.52363+01,Sensor packet received.,"{""status"": ""ok"", ""frame_id"": ""2964308"", ""node_type"": ""soil"", ""record_id"": ""82555""}",
3385,EVT-GW01-20260512-122332-N3-0001,UPL-GW01-20260513-052903,GW01,N3,packet_received,info,2026-05-12 12:23:32+01,2026-05-13 06:29:36.039718+01,Sensor packet received.,"{""status"": ""ok"", ""frame_id"": ""2964308"", ""node_type"": ""weather"", ""record_id"": ""82554""}",
3386,EVT-GW01-20260512-123141-N2-0001,UPL-GW01-20260513-052903,GW01,N2,packet_received,info,2026-05-12 12:31:41+01,2026-05-13 06:29:37.52363+01,Sensor packet received.,"{""status"": ""ok"", ""frame_id"": ""2964309"", ""node_type"": ""soil"", ""record_id"": ""82559""}",
3387,EVT-GW01-20260512-123234-N3-0001,UPL-GW01-20260513-052903,GW01,N3,packet_received,info,2026-05-12 12:32:34+01,2026-05-13 06:29:37.52363+01,Sensor packet received.,"{""status"": ""ok"", ""frame_id"": ""2964309"", ""node_type"": ""weather"", ""record_id"": ""82557""}",
3388,EVT-GW01-20260512-123235-MAIN-0001,UPL-GW01-20260513-052903,GW01,MAIN,packet_received,info,2026-05-12 12:32:35+01,2026-05-13 06:29:37.52363+01,Sensor packet received.,"{""status"": ""ok"", ""frame_id"": ""2964309"", ""node_type"": ""soil"", ""record_id"": ""82558""}",
