id,record_id,upload_id,gateway_id,node_id,node_type,node_seq,frame_id,measured_at,received_at,rssi,snr,battery_mv,battery_percent,battery_status,soil_temperature_c,soil_moisture_percent,soil_ec_us_cm,soil_ph,soil_salinity,air_temperature_c,air_humidity_percent,air_pressure_hpa,status,raw_payload,created_at,error_code
82518,GW01-MAIN-SOIL-2964296,UPL-GW01-20260513-052903,GW01,MAIN,soil,,2964296,2026-05-12 10:23:44+01,2026-05-13 06:29:32.949455+01,,,,,not_measured,20.8,18.8,217,,,,,,ok,"{""type"": ""reading"", ""status"": ""ok"", ""node_id"": ""MAIN"", ""frame_id"": 2964296, ""node_type"": ""soil"", ""record_id"": ""GW01-MAIN-SOIL-2964296"", ""gateway_id"": ""GW01"", ""measured_at"": ""2026-05-12T09:23:44Z"", ""soil_ec_us_cm"": 217, ""battery_status"": ""not_measured"", ""soil_temperature_c"": 20.8, ""soil_moisture_percent"": 18.8}",2026-05-13 06:29:32.949455+01,
82521,GW01-MAIN-SOIL-2964297,UPL-GW01-20260513-052903,GW01,MAIN,soil,,2964297,2026-05-12 10:33:37+01,2026-05-13 06:29:32.949455+01,,,,,not_measured,20.8,18.7,214,,,,,,ok,"{""type"": ""reading"", ""status"": ""ok"", ""node_id"": ""MAIN"", ""frame_id"": 2964297, ""node_type"": ""soil"", ""record_id"": ""GW01-MAIN-SOIL-2964297"", ""gateway_id"": ""GW01"", ""measured_at"": ""2026-05-12T09:33:37Z"", ""soil_ec_us_cm"": 214, ""battery_status"": ""not_measured"", ""soil_temperature_c"": 20.8, ""soil_moisture_percent"": 18.7}",2026-05-13 06:29:32.949455+01,
82524,GW01-MAIN-SOIL-2964298,UPL-GW01-20260513-052903,GW01,MAIN,soil,,2964298,2026-05-12 10:43:30+01,2026-05-13 06:29:32.949455+01,,,,,not_measured,20.8,18.7,212,,,,,,ok,"{""type"": ""reading"", ""status"": ""ok"", ""node_id"": ""MAIN"", ""frame_id"": 2964298, ""node_type"": ""soil"", ""record_id"": ""GW01-MAIN-SOIL-2964298"", ""gateway_id"": ""GW01"", ""measured_at"": ""2026-05-12T09:43:30Z"", ""soil_ec_us_cm"": 212, ""battery_status"": ""not_measured"", ""soil_temperature_c"": 20.8, ""soil_moisture_percent"": 18.7}",2026-05-13 06:29:32.949455+01,
82527,GW01-MAIN-SOIL-2964299,UPL-GW01-20260513-052903,GW01,MAIN,soil,,2964299,2026-05-12 10:53:23+01,2026-05-13 06:29:32.949455+01,,,,,not_measured,20.9,18.7,209,,,,,,ok,"{""type"": ""reading"", ""status"": ""ok"", ""node_id"": ""MAIN"", ""frame_id"": 2964299, ""node_type"": ""soil"", ""record_id"": ""GW01-MAIN-SOIL-2964299"", ""gateway_id"": ""GW01"", ""measured_at"": ""2026-05-12T09:53:23Z"", ""soil_ec_us_cm"": 209, ""battery_status"": ""not_measured"", ""soil_temperature_c"": 20.9, ""soil_moisture_percent"": 18.7}",2026-05-13 06:29:32.949455+01,
82530,GW01-MAIN-SOIL-2964300,UPL-GW01-20260513-052903,GW01,MAIN,soil,,2964300,2026-05-12 11:03:16+01,2026-05-13 06:29:34.40247+01,,,,,not_measured,20.9,18.7,206,,,,,,ok,"{""type"": ""reading"", ""status"": ""ok"", ""node_id"": ""MAIN"", ""frame_id"": 2964300, ""node_type"": ""soil"", ""record_id"": ""GW01-MAIN-SOIL-2964300"", ""gateway_id"": ""GW01"", ""measured_at"": ""2026-05-12T10:03:16Z"", ""soil_ec_us_cm"": 206, ""battery_status"": ""not_measured"", ""soil_temperature_c"": 20.9, ""soil_moisture_percent"": 18.7}",2026-05-13 06:29:34.40247+01,
82533,GW01-MAIN-SOIL-2964301,UPL-GW01-20260513-052903,GW01,MAIN,soil,,2964301,2026-05-12 11:13:10+01,2026-05-13 06:29:34.40247+01,,,,,not_measured,20.9,18.7,204,,,,,,ok,"{""type"": ""reading"", ""status"": ""ok"", ""node_id"": ""MAIN"", ""frame_id"": 2964301, ""node_type"": ""soil"", ""record_id"": ""GW01-MAIN-SOIL-2964301"", ""gateway_id"": ""GW01"", ""measured_at"": ""2026-05-12T10:13:10Z"", ""soil_ec_us_cm"": 204, ""battery_status"": ""not_measured"", ""soil_temperature_c"": 20.9, ""soil_moisture_percent"": 18.7}",2026-05-13 06:29:34.40247+01,
82536,GW01-MAIN-SOIL-2964302,UPL-GW01-20260513-052903,GW01,MAIN,soil,,2964302,2026-05-12 11:23:03+01,2026-05-13 06:29:34.40247+01,,,,,not_measured,20.9,18.7,201,,,,,,ok,"{""type"": ""reading"", ""status"": ""ok"", ""node_id"": ""MAIN"", ""frame_id"": 2964302, ""node_type"": ""soil"", ""record_id"": ""GW01-MAIN-SOIL-2964302"", ""gateway_id"": ""GW01"", ""measured_at"": ""2026-05-12T10:23:03Z"", ""soil_ec_us_cm"": 201, ""battery_status"": ""not_measured"", ""soil_temperature_c"": 20.9, ""soil_moisture_percent"": 18.7}",2026-05-13 06:29:34.40247+01,
82539,GW01-MAIN-SOIL-2964303,UPL-GW01-20260513-052903,GW01,MAIN,soil,,2964303,2026-05-12 11:32:56+01,2026-05-13 06:29:34.40247+01,,,,,not_measured,21,18.6,199,,,,,,ok,"{""type"": ""reading"", ""status"": ""ok"", ""node_id"": ""MAIN"", ""frame_id"": 2964303, ""node_type"": ""soil"", ""record_id"": ""GW01-MAIN-SOIL-2964303"", ""gateway_id"": ""GW01"", ""measured_at"": ""2026-05-12T10:32:56Z"", ""soil_ec_us_cm"": 199, ""battery_status"": ""not_measured"", ""soil_temperature_c"": 21, ""soil_moisture_percent"": 18.6}",2026-05-13 06:29:34.40247+01,
82543,GW01-MAIN-SOIL-2964304,UPL-GW01-20260513-052903,GW01,MAIN,soil,,2964304,2026-05-12 11:43:12+01,2026-05-13 06:29:36.039718+01,,,,,not_measured,21,18.6,199,,,,,,ok,"{""type"": ""reading"", ""status"": ""ok"", ""node_id"": ""MAIN"", ""frame_id"": 2964304, ""node_type"": ""soil"", ""record_id"": ""GW01-MAIN-SOIL-2964304"", ""gateway_id"": ""GW01"", ""measured_at"": ""2026-05-12T10:43:12Z"", ""soil_ec_us_cm"": 199, ""battery_status"": ""not_measured"", ""soil_temperature_c"": 21, ""soil_moisture_percent"": 18.6}",2026-05-13 06:29:36.039718+01,
82545,GW01-MAIN-SOIL-2964305,UPL-GW01-20260513-052903,GW01,MAIN,soil,,2964305,2026-05-12 11:52:49+01,2026-05-13 06:29:36.039718+01,,,,,not_measured,21,18.5,198,,,,,,ok,"{""type"": ""reading"", ""status"": ""ok"", ""node_id"": ""MAIN"", ""frame_id"": 2964305, ""node_type"": ""soil"", ""record_id"": ""GW01-MAIN-SOIL-2964305"", ""gateway_id"": ""GW01"", ""measured_at"": ""2026-05-12T10:52:49Z"", ""soil_ec_us_cm"": 198, ""battery_status"": ""not_measured"", ""soil_temperature_c"": 21, ""soil_moisture_percent"": 18.5}",2026-05-13 06:29:36.039718+01,
82549,GW01-MAIN-SOIL-2964306,UPL-GW01-20260513-052903,GW01,MAIN,soil,,2964306,2026-05-12 12:02:57+01,2026-05-13 06:29:36.039718+01,,,,,not_measured,21.1,18.5,198,,,,,,ok,"{""type"": ""reading"", ""status"": ""ok"", ""node_id"": ""MAIN"", ""frame_id"": 2964306, ""node_type"": ""soil"", ""record_id"": ""GW01-MAIN-SOIL-2964306"", ""gateway_id"": ""GW01"", ""measured_at"": ""2026-05-12T11:02:57Z"", ""soil_ec_us_cm"": 198, ""battery_status"": ""not_measured"", ""soil_temperature_c"": 21.1, ""soil_moisture_percent"": 18.5}",2026-05-13 06:29:36.039718+01,
82552,GW01-MAIN-SOIL-2964307,UPL-GW01-20260513-052903,GW01,MAIN,soil,,2964307,2026-05-12 12:13:39+01,2026-05-13 06:29:36.039718+01,,,,,not_measured,21.1,18.5,197,,,,,,ok,"{""type"": ""reading"", ""status"": ""ok"", ""node_id"": ""MAIN"", ""frame_id"": 2964307, ""node_type"": ""soil"", ""record_id"": ""GW01-MAIN-SOIL-2964307"", ""gateway_id"": ""GW01"", ""measured_at"": ""2026-05-12T11:13:39Z"", ""soil_ec_us_cm"": 197, ""battery_status"": ""not_measured"", ""soil_temperature_c"": 21.1, ""soil_moisture_percent"": 18.5}",2026-05-13 06:29:36.039718+01,
82555,GW01-MAIN-SOIL-2964308,UPL-GW01-20260513-052903,GW01,MAIN,soil,,2964308,2026-05-12 12:23:32+01,2026-05-13 06:29:37.52363+01,,,,,not_measured,21.1,18.5,197,,,,,,ok,"{""type"": ""reading"", ""status"": ""ok"", ""node_id"": ""MAIN"", ""frame_id"": 2964308, ""node_type"": ""soil"", ""record_id"": ""GW01-MAIN-SOIL-2964308"", ""gateway_id"": ""GW01"", ""measured_at"": ""2026-05-12T11:23:32Z"", ""soil_ec_us_cm"": 197, ""battery_status"": ""not_measured"", ""soil_temperature_c"": 21.1, ""soil_moisture_percent"": 18.5}",2026-05-13 06:29:37.52363+01,
82558,GW01-MAIN-SOIL-2964309,UPL-GW01-20260513-052903,GW01,MAIN,soil,,2964309,2026-05-12 12:32:35+01,2026-05-13 06:29:37.52363+01,,,,,not_measured,21.2,18.4,196,,,,,,ok,"{""type"": ""reading"", ""status"": ""ok"", ""node_id"": ""MAIN"", ""frame_id"": 2964309, ""node_type"": ""soil"", ""record_id"": ""GW01-MAIN-SOIL-2964309"", ""gateway_id"": ""GW01"", ""measured_at"": ""2026-05-12T11:32:35Z"", ""soil_ec_us_cm"": 196, ""battery_status"": ""not_measured"", ""soil_temperature_c"": 21.2, ""soil_moisture_percent"": 18.4}",2026-05-13 06:29:37.52363+01,
82561,GW01-MAIN-SOIL-2964310,UPL-GW01-20260513-052903,GW01,MAIN,soil,,2964310,2026-05-12 12:42:27+01,2026-05-13 06:29:37.52363+01,,,,,not_measured,21.2,18.4,196,,,,,,ok,"{""type"": ""reading"", ""status"": ""ok"", ""node_id"": ""MAIN"", ""frame_id"": 2964310, ""node_type"": ""soil"", ""record_id"": ""GW01-MAIN-SOIL-2964310"", ""gateway_id"": ""GW01"", ""measured_at"": ""2026-05-12T11:42:27Z"", ""soil_ec_us_cm"": 196, ""battery_status"": ""not_measured"", ""soil_temperature_c"": 21.2, ""soil_moisture_percent"": 18.4}",2026-05-13 06:29:37.52363+01,
82564,GW01-MAIN-SOIL-2964311,UPL-GW01-20260513-052903,GW01,MAIN,soil,,2964311,2026-05-12 12:52:20+01,2026-05-13 06:29:37.52363+01,,,,,not_measured,21.2,18.4,195,,,,,,ok,"{""type"": ""reading"", ""status"": ""ok"", ""node_id"": ""MAIN"", ""frame_id"": 2964311, ""node_type"": ""soil"", ""record_id"": ""GW01-MAIN-SOIL-2964311"", ""gateway_id"": ""GW01"", ""measured_at"": ""2026-05-12T11:52:20Z"", ""soil_ec_us_cm"": 195, ""battery_status"": ""not_measured"", ""soil_temperature_c"": 21.2, ""soil_moisture_percent"": 18.4}",2026-05-13 06:29:37.52363+01,
82567,GW01-MAIN-SOIL-2964312,UPL-GW01-20260513-052903,GW01,MAIN,soil,,2964312,2026-05-12 13:02:12+01,2026-05-13 06:29:38.97977+01,,,,,not_measured,21.3,18.4,194,,,,,,ok,"{""type"": ""reading"", ""status"": ""ok"", ""node_id"": ""MAIN"", ""frame_id"": 2964312, ""node_type"": ""soil"", ""record_id"": ""GW01-MAIN-SOIL-2964312"", ""gateway_id"": ""GW01"", ""measured_at"": ""2026-05-12T12:02:12Z"", ""soil_ec_us_cm"": 194, ""battery_status"": ""not_measured"", ""soil_temperature_c"": 21.3, ""soil_moisture_percent"": 18.4}",2026-05-13 06:29:38.97977+01,
82570,GW01-MAIN-SOIL-2964313,UPL-GW01-20260513-052903,GW01,MAIN,soil,,2964313,2026-05-12 13:12:05+01,2026-05-13 06:29:38.97977+01,,,,,not_measured,21.3,18.3,194,,,,,,ok,"{""type"": ""reading"", ""status"": ""ok"", ""node_id"": ""MAIN"", ""frame_id"": 2964313, ""node_type"": ""soil"", ""record_id"": ""GW01-MAIN-SOIL-2964313"", ""gateway_id"": ""GW01"", ""measured_at"": ""2026-05-12T12:12:05Z"", ""soil_ec_us_cm"": 194, ""battery_status"": ""not_measured"", ""soil_temperature_c"": 21.3, ""soil_moisture_percent"": 18.3}",2026-05-13 06:29:38.97977+01,
82573,GW01-MAIN-SOIL-2964314,UPL-GW01-20260513-052903,GW01,MAIN,soil,,2964314,2026-05-12 13:21:58+01,2026-05-13 06:29:38.97977+01,,,,,not_measured,21.3,18.3,193,,,,,,ok,"{""type"": ""reading"", ""status"": ""ok"", ""node_id"": ""MAIN"", ""frame_id"": 2964314, ""node_type"": ""soil"", ""record_id"": ""GW01-MAIN-SOIL-2964314"", ""gateway_id"": ""GW01"", ""measured_at"": ""2026-05-12T12:21:58Z"", ""soil_ec_us_cm"": 193, ""battery_status"": ""not_measured"", ""soil_temperature_c"": 21.3, ""soil_moisture_percent"": 18.3}",2026-05-13 06:29:38.97977+01,
82576,GW01-MAIN-SOIL-2964315,UPL-GW01-20260513-052903,GW01,MAIN,soil,,2964315,2026-05-12 13:31:50+01,2026-05-13 06:29:38.97977+01,,,,,not_measured,21.3,18.3,193,,,,,,ok,"{""type"": ""reading"", ""status"": ""ok"", ""node_id"": ""MAIN"", ""frame_id"": 2964315, ""node_type"": ""soil"", ""record_id"": ""GW01-MAIN-SOIL-2964315"", ""gateway_id"": ""GW01"", ""measured_at"": ""2026-05-12T12:31:50Z"", ""soil_ec_us_cm"": 193, ""battery_status"": ""not_measured"", ""soil_temperature_c"": 21.3, ""soil_moisture_percent"": 18.3}",2026-05-13 06:29:38.97977+01,
82579,GW01-MAIN-SOIL-2964316,UPL-GW01-20260513-052903,GW01,MAIN,soil,,2964316,2026-05-12 13:41:41+01,2026-05-13 06:29:38.97977+01,,,,,not_measured,21.4,19.9,360,,,,,,ok,"{""type"": ""reading"", ""status"": ""ok"", ""node_id"": ""MAIN"", ""frame_id"": 2964316, ""node_type"": ""soil"", ""record_id"": ""GW01-MAIN-SOIL-2964316"", ""gateway_id"": ""GW01"", ""measured_at"": ""2026-05-12T12:41:41Z"", ""soil_ec_us_cm"": 360, ""battery_status"": ""not_measured"", ""soil_temperature_c"": 21.4, ""soil_moisture_percent"": 19.9}",2026-05-13 06:29:38.97977+01,
82582,GW01-MAIN-SOIL-2964317,UPL-GW01-20260513-052903,GW01,MAIN,soil,,2964317,2026-05-12 13:51:34+01,2026-05-13 06:29:40.436405+01,,,,,not_measured,21.5,20.2,372,,,,,,ok,"{""type"": ""reading"", ""status"": ""ok"", ""node_id"": ""MAIN"", ""frame_id"": 2964317, ""node_type"": ""soil"", ""record_id"": ""GW01-MAIN-SOIL-2964317"", ""gateway_id"": ""GW01"", ""measured_at"": ""2026-05-12T12:51:34Z"", ""soil_ec_us_cm"": 372, ""battery_status"": ""not_measured"", ""soil_temperature_c"": 21.5, ""soil_moisture_percent"": 20.2}",2026-05-13 06:29:40.436405+01,
82585,GW01-MAIN-SOIL-2964318,UPL-GW01-20260513-052903,GW01,MAIN,soil,,2964318,2026-05-12 14:01:27+01,2026-05-13 06:29:40.436405+01,,,,,not_measured,21.5,20.1,365,,,,,,ok,"{""type"": ""reading"", ""status"": ""ok"", ""node_id"": ""MAIN"", ""frame_id"": 2964318, ""node_type"": ""soil"", ""record_id"": ""GW01-MAIN-SOIL-2964318"", ""gateway_id"": ""GW01"", ""measured_at"": ""2026-05-12T13:01:27Z"", ""soil_ec_us_cm"": 365, ""battery_status"": ""not_measured"", ""soil_temperature_c"": 21.5, ""soil_moisture_percent"": 20.1}",2026-05-13 06:29:40.436405+01,
82588,GW01-MAIN-SOIL-2964319,UPL-GW01-20260513-052903,GW01,MAIN,soil,,2964319,2026-05-12 14:11:19+01,2026-05-13 06:29:40.436405+01,,,,,not_measured,21.5,20,357,,,,,,ok,"{""type"": ""reading"", ""status"": ""ok"", ""node_id"": ""MAIN"", ""frame_id"": 2964319, ""node_type"": ""soil"", ""record_id"": ""GW01-MAIN-SOIL-2964319"", ""gateway_id"": ""GW01"", ""measured_at"": ""2026-05-12T13:11:19Z"", ""soil_ec_us_cm"": 357, ""battery_status"": ""not_measured"", ""soil_temperature_c"": 21.5, ""soil_moisture_percent"": 20}",2026-05-13 06:29:40.436405+01,
